date_time,total_inbound,total_outbound
2021-09-01 05:55:00,46377525248.0,170938892288.0
2021-09-01 06:00:00,47214989312.0,175116550144.0
2021-09-01 06:05:00,50161659904.0,193320747008.0
2021-09-01 06:10:00,51261231104.0,187603173376.0
2021-09-01 06:15:00,50176741376.0,191151521792.0
2021-09-01 06:20:00,51648241664.0,196597776384.0
2021-09-01 06:25:00,50650746880.0,202870833152.0
2021-09-01 06:30:00,52468314112.0,203168694272.0
2021-09-01 06:35:00,55228063744.0,198330253312.0
2021-09-01 06:40:00,54259531776.0,187607040000.0
2021-09-01 06:45:00,54155280384.0,190182440960.0
2021-09-01 06:50:00,55236603904.0,193946353664.0
2021-09-01 06:55:00,55365414912.0,195845324800.0
2021-09-01 07:00:00,41203642368.0,138716495872.0
2021-09-01 07:05:00,42589286400.0,146242420736.0
2021-09-01 07:10:00,60201320448.0,209872257024.0
2021-09-01 07:15:00,60742225920.0,206911537152.0
2021-09-01 07:20:00,62593220608.0,212799700992.0
2021-09-01 07:25:00,62634221568.0,212168261632.0
2021-09-01 07:30:00,63267508224.0,218293829632.0
2021-09-01 07:35:00,64490192896.0,227692773376.0
2021-09-01 07:40:00,65763180544.0,231167705088.0
2021-09-01 07:45:00,66686246912.0,234170695680.0
2021-09-01 07:50:00,68088041472.0,237554221056.0
2021-09-01 07:55:00,68783865856.0,246852452352.0
2021-09-01 08:00:00,70566592512.0,261006966784.0
2021-09-01 08:05:00,75454881792.0,294516555776.0
2021-09-01 08:10:00,78734327808.0,304702095360.0
2021-09-01 08:15:00,81471045632.0,314803486720.0
2021-09-01 08:20:00,83017146368.0,325856722944.0
2021-09-01 08:25:00,85846835200.0,335987769344.0
2021-09-01 08:30:00,89173999616.0,349064265728.0
2021-09-01 08:35:00,94877786112.0,383089442816.0
2021-09-01 08:40:00,98801819648.0,403574489088.0
2021-09-01 08:45:00,100755070976.0,417170653184.0
2021-09-01 08:50:00,103155245056.0,429501743104.0
2021-09-01 08:55:00,104812519424.0,430584987648.0
2021-09-01 09:00:00,106900283392.0,442123255808.0
2021-09-01 09:05:00,114124414976.0,477850206208.0
2021-09-01 09:10:00,117386665984.0,489938583552.0
2021-09-01 09:15:00,119696859136.0,493666369536.0
2021-09-01 09:20:00,119710474240.0,492906217472.0
2021-09-01 09:25:00,120660049920.0,495056945152.0
2021-09-01 09:30:00,122317922304.0,503791747072.0
2021-09-01 09:35:00,124940713984.0,510020485120.0
2021-09-01 09:40:00,127228928000.0,510267883520.0
2021-09-01 09:45:00,128556523520.0,511553011712.0
2021-09-01 09:50:00,126903541760.0,504324161536.0
2021-09-01 09:55:00,127779708928.0,505938411520.0
2021-09-01 10:00:00,128903315456.0,504789237760.0
2021-09-01 10:05:00,131834904576.0,519757758464.0
2021-09-01 10:10:00,132472012800.0,521766141952.0
2021-09-01 10:15:00,133613215744.0,520589312000.0
2021-09-01 10:20:00,134832807936.0,522158440448.0
2021-09-01 10:25:00,135787356160.0,518894419968.0
2021-09-01 10:30:00,137563111424.0,524310446080.0
2021-09-01 10:35:00,137092038656.0,529923997696.0
2021-09-01 10:40:00,137846489088.0,530250432512.0
2021-09-01 10:45:00,138324656128.0,524398919680.0
2021-09-01 10:50:00,137303146496.0,521710993408.0
2021-09-01 10:55:00,136428830720.0,515206610944.0
2021-09-01 11:00:00,135710081024.0,509673897984.0
2021-09-01 11:05:00,137633824768.0,513469382656.0
2021-09-01 11:10:00,137533390848.0,510854037504.0
2021-09-01 11:15:00,138891902976.0,506568310784.0
2021-09-01 11:20:00,139722063872.0,502315253760.0
2021-09-01 11:25:00,137644048384.0,492741230592.0
2021-09-01 11:30:00,136986656768.0,483047604224.0
2021-09-01 11:35:00,136238112768.0,472606572544.0
2021-09-01 11:40:00,132981596160.0,459802116096.0
2021-09-01 11:45:00,132102742016.0,455987232768.0
2021-09-01 11:50:00,129236598784.0,446517411840.0
2021-09-01 11:55:00,128724885504.0,436919861248.0
2021-09-01 12:00:00,127625060352.0,436542504960.0
2021-09-01 12:05:00,127417442304.0,432180985856.0
2021-09-01 12:10:00,127585632256.0,425657729024.0
2021-09-01 12:15:00,126683758592.0,423079477248.0
2021-09-01 12:20:00,126452105216.0,417836957696.0
2021-09-01 12:25:00,127316631552.0,417725644800.0
2021-09-01 12:30:00,126801485824.0,422106693632.0
2021-09-01 12:35:00,126904877056.0,431071133696.0
2021-09-01 12:40:00,124825493504.0,436617019392.0
2021-09-01 12:45:00,125592248320.0,447093702656.0
2021-09-01 12:50:00,126948925440.0,450935947264.0
2021-09-01 12:55:00,126941192192.0,455053475840.0
2021-09-01 13:00:00,130057863168.0,471071260672.0
2021-09-01 13:05:00,135300276224.0,491469406208.0
2021-09-01 13:10:00,136344633344.0,505231671296.0
2021-09-01 13:15:00,138000596992.0,509694509056.0
2021-09-01 13:20:00,137755803648.0,511866404864.0
2021-09-01 13:25:00,137664790528.0,515633971200.0
2021-09-01 13:30:00,138642456576.0,515651010560.0
2021-09-01 13:35:00,140083019776.0,515620339712.0
2021-09-01 13:40:00,140817629184.0,513119813632.0
2021-09-01 13:45:00,139498094592.0,511946031104.0
2021-09-01 13:50:00,138796302336.0,504241684480.0
2021-09-01 13:55:00,139999330304.0,498223251456.0
2021-09-01 14:00:00,142123188224.0,500180615168.0
2021-09-01 14:05:00,143229435904.0,509385932800.0
2021-09-01 14:10:00,143126347776.0,507047870464.0
2021-09-01 14:15:00,140681019392.0,499032686592.0
2021-09-01 14:20:00,141083721728.0,497635164160.0
2021-09-01 14:25:00,140024266752.0,493396656128.0
2021-09-01 14:30:00,142005747712.0,497650368512.0
2021-09-01 14:35:00,141851312128.0,498888671232.0
2021-09-01 14:40:00,142757527552.0,490076569600.0
2021-09-01 14:45:00,142726152192.0,486204047360.0
2021-09-01 14:50:00,142395555840.0,481652408320.0
2021-09-01 14:55:00,141377486848.0,476865593344.0
2021-09-01 15:00:00,142091714560.0,473031213056.0
2021-09-01 15:05:00,141646004224.0,471985815552.0
2021-09-01 15:10:00,141053444096.0,472401149952.0
2021-09-01 15:15:00,141632520192.0,476080668672.0
2021-09-01 15:20:00,144283402240.0,478503534592.0
2021-09-01 15:25:00,139568496640.0,457330393088.0
2021-09-01 15:30:00,141049069568.0,472037359616.0
2021-09-01 15:35:00,142080786432.0,485640798208.0
2021-09-01 15:40:00,141721026560.0,501971484672.0
2021-09-01 15:45:00,142043791360.0,510716739584.0
2021-09-01 15:50:00,141010731008.0,498618499072.0
2021-09-01 15:55:00,140111134720.0,517231837184.0
2021-09-01 16:00:00,140573917184.0,518401392640.0
2021-09-01 16:05:00,140408061952.0,490858807296.0
2021-09-01 16:10:00,140020908032.0,469708308480.0
2021-09-01 16:15:00,139779178496.0,456457158656.0
2021-09-01 16:20:00,139224891392.0,455648935936.0
2021-09-01 16:25:00,135907639296.0,442269663232.0
2021-09-01 16:30:00,137893429248.0,434947194880.0
2021-09-01 16:35:00,135835435008.0,426226450432.0
2021-09-01 16:40:00,134949724160.0,421810700288.0
2021-09-01 16:45:00,133322899456.0,416825802752.0
2021-09-01 16:50:00,134441099264.0,411008499712.0
2021-09-01 16:55:00,131274317824.0,409913032704.0
2021-09-01 17:00:00,130127273984.0,409177817088.0
2021-09-01 17:05:00,127990169600.0,404905656320.0
2021-09-01 17:10:00,124766846976.0,398995718144.0
2021-09-01 17:15:00,124525764608.0,398451769344.0
2021-09-01 17:20:00,126263918592.0,393365684224.0
2021-09-01 17:25:00,126712250368.0,392470364160.0
2021-09-01 17:30:00,124999630848.0,392797323264.0
2021-09-01 17:35:00,124321587200.0,392144093184.0
2021-09-01 17:40:00,123671617536.0,387291906048.0
2021-09-01 17:45:00,123967668224.0,388374691840.0
2021-09-01 17:50:00,122504953856.0,387665756160.0
2021-09-01 17:55:00,121795870720.0,390548226048.0
2021-09-01 18:00:00,122732273664.0,400833806336.0
2021-09-01 18:05:00,123618123776.0,420249206784.0
2021-09-01 18:10:00,123007254528.0,419319611392.0
2021-09-01 18:15:00,123343560704.0,408899354624.0
2021-09-01 18:20:00,123407540224.0,396870615040.0
2021-09-01 18:25:00,123664465920.0,408195858432.0
2021-09-01 18:30:00,125027401728.0,413397319680.0
2021-09-01 18:35:00,124138455040.0,404841857024.0
2021-09-01 18:40:00,126974861312.0,406135275520.0
2021-09-01 18:45:00,128943521792.0,405375877120.0
2021-09-01 18:50:00,130379210752.0,405360410624.0
2021-09-01 18:55:00,133968535552.0,407691198464.0
2021-09-01 19:00:00,134733750272.0,413724016640.0
2021-09-01 19:05:00,137756999680.0,426340253696.0
2021-09-01 19:10:00,138956685312.0,431672852480.0
2021-09-01 19:15:00,139385192448.0,441537527808.0
2021-09-01 19:20:00,140388253696.0,444479504384.0
2021-09-01 19:25:00,140380520448.0,442568572928.0
2021-09-01 19:30:00,144801251328.0,450704539648.0
2021-09-01 19:35:00,146237587456.0,456964833280.0
2021-09-01 19:40:00,147275300864.0,486952861696.0
2021-09-01 19:45:00,148710555648.0,497538105344.0
2021-09-01 19:50:00,150509584384.0,503929896960.0
2021-09-01 19:55:00,149239054336.0,512123273216.0
2021-09-01 20:00:00,151767302144.0,515955228672.0
2021-09-01 20:05:00,154070794240.0,535851270144.0
2021-09-01 20:10:00,155166769152.0,553516072960.0
2021-09-01 20:15:00,156763406336.0,554365288448.0
2021-09-01 20:20:00,158662590464.0,552998469632.0
2021-09-01 20:25:00,158955913216.0,561150492672.0
2021-09-01 20:30:00,160463699968.0,559494266880.0
2021-09-01 20:35:00,166005047296.0,565364588544.0
2021-09-01 20:40:00,166979125248.0,571277377536.0
2021-09-01 20:45:00,168808333312.0,571735998464.0
2021-09-01 20:50:00,166661390336.0,560858136576.0
2021-09-01 20:55:00,162555936768.0,551647969280.0
2021-09-01 21:00:00,164457480192.0,561228218368.0
2021-09-01 21:05:00,165020106752.0,567692951552.0
2021-09-01 21:10:00,165690540032.0,562667454464.0
2021-09-01 21:15:00,165554339840.0,554729668608.0
2021-09-01 21:20:00,166092210176.0,563916046336.0
2021-09-01 21:25:00,165163401216.0,556466503680.0
2021-09-01 21:30:00,167196966912.0,549214846976.0
2021-09-01 21:35:00,166229622784.0,544001228800.0
2021-09-01 21:40:00,165354438656.0,542806147072.0
2021-09-01 21:45:00,165128372224.0,536705892352.0
2021-09-01 21:50:00,165669601280.0,536380604416.0
2021-09-01 21:55:00,164891426816.0,529428185088.0
2021-09-01 22:00:00,167090716672.0,519349075968.0
2021-09-01 22:05:00,168482291712.0,521137520640.0
2021-09-01 22:10:00,163956326400.0,514954756096.0
2021-09-01 22:15:00,161563295744.0,508993798144.0
2021-09-01 22:20:00,160134545408.0,505961971712.0
2021-09-01 22:25:00,160835485696.0,501290205184.0
2021-09-01 22:30:00,158678171648.0,498058461184.0
2021-09-01 22:35:00,155924168704.0,495778430976.0
2021-09-01 22:40:00,155983708160.0,485226774528.0
2021-09-01 22:45:00,154622328832.0,479805931520.0
2021-09-01 22:50:00,153730875392.0,478812635136.0
2021-09-01 22:55:00,151690788864.0,470994026496.0
2021-09-01 23:00:00,150245179392.0,466710167552.0
2021-09-01 23:05:00,149572321280.0,469403369472.0
2021-09-01 23:10:00,146798247936.0,460038897664.0
2021-09-01 23:15:00,146071764992.0,454615728128.0
2021-09-01 23:20:00,145030397952.0,448856653824.0
2021-09-01 23:25:00,144334962688.0,436094795776.0
2021-09-01 23:30:00,139904925696.0,427680301056.0
2021-09-01 23:35:00,136700149760.0,420576952320.0
2021-09-01 23:40:00,135710695424.0,413419536384.0
2021-09-01 23:45:00,134399385600.0,403271024640.0
2021-09-01 23:50:00,133001822208.0,397803683840.0
2021-09-01 23:55:00,129461895168.0,388959961088.0
2021-09-02 00:00:00,126349516800.0,383970836480.0
2021-09-02 00:05:00,123915411456.0,380779266048.0
2021-09-02 00:10:00,121064333312.0,370782502912.0
2021-09-02 00:15:00,120218763264.0,364366331904.0
2021-09-02 00:20:00,117227454464.0,348583231488.0
2021-09-02 00:25:00,114313617408.0,340109099008.0
2021-09-02 00:30:00,113242349568.0,334878474240.0
2021-09-02 00:35:00,108880904192.0,326047105024.0
2021-09-02 00:40:00,107029585920.0,317360996352.0
2021-09-02 00:45:00,103633502208.0,307627196416.0
2021-09-02 00:50:00,101605539840.0,299568955392.0
2021-09-02 00:55:00,100190756864.0,292033429504.0
2021-09-02 01:00:00,100243136512.0,286086496256.0
2021-09-02 01:05:00,98189303808.0,291602071552.0
2021-09-02 01:10:00,96786489344.0,298716037120.0
2021-09-02 01:15:00,95666929664.0,298290741248.0
2021-09-02 01:20:00,93176741888.0,293619793920.0
2021-09-02 01:25:00,88684462080.0,281873121280.0
2021-09-02 01:30:00,87560298496.0,280941428736.0
2021-09-02 01:35:00,85975580672.0,279155048448.0
2021-09-02 01:40:00,84641529856.0,276546781184.0
2021-09-02 01:45:00,83515031552.0,271073771520.0
2021-09-02 01:50:00,81755701248.0,267166138368.0
2021-09-02 01:55:00,79762022400.0,263059013632.0
2021-09-02 02:00:00,78428495872.0,257300824064.0
2021-09-02 02:05:00,77563535360.0,256484687872.0
2021-09-02 02:10:00,76680167424.0,250630914048.0
2021-09-02 02:15:00,75033108480.0,247102668800.0
2021-09-02 02:20:00,73345802240.0,242034835456.0
2021-09-02 02:25:00,72454037504.0,238352039936.0
2021-09-02 02:30:00,69130403840.0,231376994304.0
2021-09-02 02:35:00,69217271808.0,230451249152.0
2021-09-02 02:40:00,67882217472.0,225083359232.0
2021-09-02 02:45:00,65265348608.0,222727274496.0
2021-09-02 02:50:00,64163090432.0,224286310400.0
2021-09-02 02:55:00,62733168640.0,218960855040.0
2021-09-02 03:00:00,61407641600.0,211627507712.0
2021-09-02 03:05:00,45597540352.0,147685490688.0
2021-09-02 03:10:00,44508512256.0,144947265536.0
2021-09-02 03:15:00,59812360192.0,203921129472.0
2021-09-02 03:20:00,58765488128.0,206279671808.0
2021-09-02 03:25:00,58837188608.0,202416799744.0
2021-09-02 03:30:00,41656901632.0,138166681600.0
2021-09-02 03:35:00,39899942912.0,137433407488.0
2021-09-02 03:40:00,54340366336.0,194095153152.0
2021-09-02 03:45:00,52572250112.0,191694471168.0
2021-09-02 03:50:00,51966603264.0,190596104192.0
2021-09-02 03:55:00,51636318208.0,184692768768.0
2021-09-02 04:00:00,50919673856.0,184382177280.0
2021-09-02 04:05:00,49595588608.0,182745055232.0
2021-09-02 04:10:00,48449585152.0,178999197696.0
2021-09-02 04:15:00,48543113216.0,177846534144.0
2021-09-02 04:20:00,47570587648.0,178288967680.0
2021-09-02 04:25:00,46569369600.0,179148816384.0
2021-09-02 04:30:00,45551308800.0,181594701824.0
2021-09-02 04:35:00,45236051968.0,178928599040.0
2021-09-02 04:40:00,46444945408.0,175965241344.0
2021-09-02 04:45:00,45754163200.0,177036902400.0
2021-09-02 04:50:00,45199732736.0,175832121344.0
2021-09-02 04:55:00,44478885888.0,174558199808.0
2021-09-02 05:00:00,33175422976.0,120617672704.0
2021-09-02 05:05:00,34511077376.0,130866454528.0
2021-09-02 05:10:00,46364835840.0,179846463488.0
2021-09-02 05:15:00,47281852416.0,180867170304.0
2021-09-02 05:20:00,47270309888.0,185368625152.0
2021-09-02 05:25:00,46018568192.0,185727680512.0
2021-09-02 05:30:00,45292732416.0,183982325760.0
2021-09-02 05:35:00,46063456256.0,190493032448.0
2021-09-02 05:40:00,46245855232.0,188531507200.0
2021-09-02 05:45:00,46957846528.0,189224321024.0
2021-09-02 05:50:00,47505174528.0,194964373504.0
2021-09-02 05:55:00,47213314048.0,196380704768.0
2021-09-02 06:00:00,47069974528.0,194787311616.0
2021-09-02 06:05:00,49727320064.0,211112067072.0
2021-09-02 06:10:00,49925513216.0,207127101440.0
2021-09-02 06:15:00,49953181696.0,213200093184.0
2021-09-02 06:20:00,50732527616.0,211953664000.0
2021-09-02 06:25:00,52232384512.0,214525526016.0
2021-09-02 06:30:00,52929847296.0,218005602304.0
2021-09-02 06:35:00,54637047808.0,210959499264.0
2021-09-02 06:40:00,54984216576.0,204482363392.0
2021-09-02 06:45:00,55294410752.0,210622152704.0
2021-09-02 06:50:00,55754510336.0,212175060992.0
2021-09-02 06:55:00,56481460224.0,214413656064.0
2021-09-02 07:00:00,55855534080.0,212176535552.0
2021-09-02 07:05:00,57537769472.0,220616507392.0
2021-09-02 07:10:00,58393870336.0,213770174464.0
2021-09-02 07:15:00,59650048000.0,214737584128.0
2021-09-02 07:20:00,60206956544.0,215941906432.0
2021-09-02 07:25:00,61407842304.0,218106183680.0
2021-09-02 07:30:00,61813288960.0,224623427584.0
2021-09-02 07:35:00,63818145792.0,231999455232.0
2021-09-02 07:40:00,65109561344.0,230652870656.0
2021-09-02 07:45:00,65926217728.0,235222433792.0
2021-09-02 07:50:00,67098542080.0,240062054400.0
2021-09-02 07:55:00,66885857280.0,246889103360.0
2021-09-02 08:00:00,67911659520.0,253324410880.0
2021-09-02 08:05:00,74248970240.0,282199490560.0
2021-09-02 08:10:00,78166081536.0,290168340480.0
2021-09-02 08:15:00,78974648320.0,300866600960.0
2021-09-02 08:20:00,82523217920.0,315163639808.0
2021-09-02 08:25:00,84615577600.0,323505258496.0
2021-09-02 08:30:00,88450424832.0,336168058880.0
2021-09-02 08:35:00,94044291072.0,373234532352.0
2021-09-02 08:40:00,99133882368.0,393260466176.0
2021-09-02 08:45:00,101668077568.0,405487452160.0
2021-09-02 08:50:00,103416152064.0,413410689024.0
2021-09-02 08:55:00,105478127616.0,423438745600.0
2021-09-02 09:00:00,109372907520.0,435210551296.0
2021-09-02 09:05:00,116162125824.0,465256611840.0
2021-09-02 09:10:00,118080847872.0,473959333888.0
2021-09-02 09:15:00,118951567360.0,480182370304.0
2021-09-02 09:20:00,120171954176.0,478855495680.0
2021-09-02 09:25:00,121056002048.0,481381646336.0
2021-09-02 09:30:00,122569154560.0,482995699712.0
2021-09-02 09:35:00,124653576192.0,494950744064.0
2021-09-02 09:40:00,125019725824.0,498873827328.0
2021-09-02 09:45:00,124657205248.0,497753620480.0
2021-09-02 09:50:00,124043223040.0,493343768576.0
2021-09-02 09:55:00,126757888000.0,490659807232.0
2021-09-02 10:00:00,127719006208.0,489951887360.0
2021-09-02 10:05:00,129928994816.0,499958972416.0
2021-09-02 10:10:00,131257434112.0,502004580352.0
2021-09-02 10:15:00,130990997504.0,496418226176.0
2021-09-02 10:20:00,131964624896.0,498073763840.0
2021-09-02 10:25:00,132839571456.0,502247784448.0
2021-09-02 10:30:00,133665382400.0,510432444416.0
2021-09-02 10:35:00,134854893568.0,515201630208.0
2021-09-02 10:40:00,136481415168.0,518005161984.0
2021-09-02 10:45:00,138115416064.0,526899281920.0
2021-09-02 10:50:00,135747182592.0,506119585792.0
2021-09-02 10:55:00,135243563008.0,503870226432.0
2021-09-02 11:00:00,133549694976.0,500453244928.0
2021-09-02 11:05:00,135644045312.0,503327293440.0
2021-09-02 11:10:00,133599117312.0,497974018048.0
2021-09-02 11:15:00,134137069568.0,498332958720.0
2021-09-02 11:20:00,134559563776.0,491205558272.0
2021-09-02 11:25:00,134738485248.0,487821770752.0
2021-09-02 11:30:00,133394137088.0,479044567040.0
2021-09-02 11:35:00,133044912128.0,475174928384.0
2021-09-02 11:40:00,131187318784.0,468416036864.0
2021-09-02 11:45:00,128198057984.0,458326310912.0
2021-09-02 11:50:00,127063007232.0,449362853888.0
2021-09-02 11:55:00,126788796416.0,443964424192.0
2021-09-02 12:00:00,125374554112.0,435436355584.0
2021-09-02 12:05:00,125469425664.0,441206177792.0
2021-09-02 12:10:00,123662385152.0,434553356288.0
2021-09-02 12:15:00,123331043328.0,424809463808.0
2021-09-02 12:20:00,123858149376.0,427506728960.0
2021-09-02 12:25:00,122499792896.0,420779687936.0
2021-09-02 12:30:00,123176747008.0,425759899648.0
2021-09-02 12:35:00,125341818880.0,435849101312.0
2021-09-02 12:40:00,125283115008.0,432642686976.0
2021-09-02 12:45:00,127904399360.0,438201581568.0
2021-09-02 12:50:00,127920750592.0,442306134016.0
2021-09-02 12:55:00,128122396672.0,451064365056.0
2021-09-02 13:00:00,130234867712.0,463266021376.0
2021-09-02 13:05:00,135663173632.0,484017405952.0
2021-09-02 13:10:00,136421359616.0,503090610176.0
2021-09-02 13:15:00,138434412544.0,508775432192.0
2021-09-02 13:20:00,139793973248.0,509182050304.0
2021-09-02 13:25:00,139866587136.0,507995422720.0
2021-09-02 13:30:00,140270747648.0,511660457984.0
2021-09-02 13:35:00,142284881920.0,517604343808.0
2021-09-02 13:40:00,141679329280.0,518458408960.0
2021-09-02 13:45:00,142228701184.0,516738809856.0
2021-09-02 13:50:00,142934081536.0,508696756224.0
2021-09-02 13:55:00,143508979712.0,509245030400.0
2021-09-02 14:00:00,144014491648.0,514441641984.0
2021-09-02 14:05:00,145290608640.0,521352413184.0
2021-09-02 14:10:00,144190832640.0,517681512448.0
2021-09-02 14:15:00,144757243904.0,517789450240.0
2021-09-02 14:20:00,145102094336.0,512311296000.0
2021-09-02 14:25:00,144576544768.0,502699261952.0
2021-09-02 14:30:00,144599613440.0,502085222400.0
2021-09-02 14:35:00,144781000704.0,495802155008.0
2021-09-02 14:40:00,144594518016.0,488334196736.0
2021-09-02 14:45:00,144532291584.0,490786521088.0
2021-09-02 14:50:00,143763046400.0,486574686208.0
2021-09-02 14:55:00,143331475456.0,480812662784.0
2021-09-02 15:00:00,144397778944.0,479494963200.0
2021-09-02 15:05:00,145273159680.0,479214108672.0
2021-09-02 15:10:00,142447984640.0,470034448384.0
2021-09-02 15:15:00,141901742080.0,466903957504.0
2021-09-02 15:20:00,140663635968.0,466680610816.0
2021-09-02 15:25:00,140014993408.0,456348368896.0
2021-09-02 15:30:00,139609849856.0,451848142848.0
2021-09-02 15:35:00,139677138944.0,446416551936.0
2021-09-02 15:40:00,137107267584.0,442021412864.0
2021-09-02 15:45:00,137933897728.0,438212722688.0
2021-09-02 15:50:00,137855090688.0,442312818688.0
2021-09-02 15:55:00,137043738624.0,436938407936.0
2021-09-02 16:00:00,136421269504.0,429301858304.0
2021-09-02 16:05:00,136663941120.0,434242453504.0
2021-09-02 16:10:00,136791506944.0,427350753280.0
2021-09-02 16:15:00,136803622912.0,420795318272.0
2021-09-02 16:20:00,136784838656.0,421003821056.0
2021-09-02 16:25:00,134160392192.0,415960858624.0
2021-09-02 16:30:00,135262617600.0,415212306432.0
2021-09-02 16:35:00,134673317888.0,412927131648.0
2021-09-02 16:40:00,133477703680.0,410304544768.0
2021-09-02 16:45:00,133396455424.0,405278228480.0
2021-09-02 16:50:00,133849432064.0,403242975232.0
2021-09-02 16:55:00,131145785344.0,394754326528.0
2021-09-02 17:00:00,131838672896.0,394304978944.0
2021-09-02 17:05:00,133273567232.0,398416609280.0
2021-09-02 17:10:00,132465606656.0,395074928640.0
2021-09-02 17:15:00,131379732480.0,395815223296.0
2021-09-02 17:20:00,130326765568.0,394158374912.0
2021-09-02 17:25:00,129984897024.0,393370533888.0
2021-09-02 17:30:00,131092865024.0,392324349952.0
2021-09-02 17:35:00,130406227968.0,390671958016.0
2021-09-02 17:40:00,128784351232.0,389422907392.0
2021-09-02 17:45:00,129601462272.0,387393028096.0
2021-09-02 17:50:00,129768579072.0,385692663808.0
2021-09-02 17:55:00,129512972288.0,387811835904.0
2021-09-02 18:00:00,127732334592.0,384514686976.0
2021-09-02 18:05:00,130562498560.0,396448235520.0
2021-09-02 18:10:00,132183580672.0,395174248448.0
2021-09-02 18:15:00,132360601600.0,391402258432.0
2021-09-02 18:20:00,132609269760.0,390210093056.0
2021-09-02 18:25:00,130086100992.0,392134492160.0
2021-09-02 18:30:00,129674551296.0,396511412224.0
2021-09-02 18:35:00,129736409088.0,398871068672.0
2021-09-02 18:40:00,130522996736.0,400049078272.0
2021-09-02 18:45:00,132690386944.0,410524876800.0
2021-09-02 18:50:00,131973955584.0,415143723008.0
2021-09-02 18:55:00,132504584192.0,418352955392.0
2021-09-02 19:00:00,133587714048.0,419728949248.0
2021-09-02 19:05:00,135354376192.0,424410218496.0
